,id,original_title,genres,story,cast,director,screenplay,keywords
1356,tt0268146,Anurodh,"['Drama', 'Family']",Mr. Choudhary does not approve of his son  Arun  indulging in singing songs and music. He wants him to be a businessman like himself. Out of fear of his father finding out about his continued indulgence  Arun changes his name to Sanjay Kumar. He soon becomes a popular singer  and is even hired by the local radio station to sing songs. With his increasing popularity  the risk of his dad finding out the truth has also increased  and Arun must try and keep his family life and his singing career a secret  but the question is how long will he continue to do this.,"['Rajesh Khanna', 'Ashok Kumar', 'Vinod Mehra', 'Asrani', 'Simple Kapadia', 'Nirupa Roy', 'Utpal Dutt', 'Dina Pathak', 'Rita Bhaduri', 'Abhi Bhattacharya', 'Preeti Ganguli', 'Asit Kumar Sen', 'Birbal', 'Mrinal Mukherjee', '']",['Shakti Samanta'],"['Gauri Prasanna Mazumder', 'Din Dayal Sharma']","['continued indulgence', 'son arun', 'arun must', 'local radio', 'soon becomes', 'singing songs']"
1357,tt0268169,Bandhan Kuchchey Dhaagon Ka,"['Drama', 'Family']",Prem Kapoor is a businessman who lives in a small town with his wife  Bhavna  who is a Judge  and two children  Sunil and Babli. One Sunday  he gets a visitor by the name of Prakash Dutt  who has brought a letter from a woman named Sneh who lives in Bombay  has known Prem for the last seven years  and wants to urgently meet with him. Prem departs for Bombay  meets with Sneh and finds out that he is the father of a seven year old boy  Bittu  who is Sneh's son  as a result of intimacy shared between them over seven years ago. Sneh has been diagnosed with cancer and is not expected to live long  she wants Bittu to be taken care of  and Prem agrees to do so. He takes Bittu home with him  while Sneh goes to America for treatment. It is here that Prem will be confronted by Bhavna on one hand  his children on the other  and a blackmailer who wants a huge sum of money to keep the truth about Sneh and Prem's affair from Bhavna and the children.,"['Shashi Kapoor', 'Zeenat Aman', 'Rakhee Gulzar', 'Deven Verma', 'Bindu', 'Prem Chopra', 'Master Ravi', 'Shubha Khote', 'Raza Murad', 'Rajendra Nath', 'Rehana Sultan', 'Yunus Parvez', 'Sonia Sahni', 'Jankidas', '']",['Anil Sharma'],['Anil Sharma'],"['seven year', 'seven years', 'last seven', 'takes bittu', 'two children', 'woman named']"
1358,tt0268216,Charas,"['Action', 'Thriller']",Suraj (Dharmendra) his dad  and sister live in Uganda while their properties and business in India are managed by an employee named Kalicharan. When they are forced to leave Uganda  after political upheaval caused by General Idi Amin  Kalicharan fears they will find out he has invested their money in smuggling drugs and has their house set on fire. Suraj's father is killed and his sister is abducted. He is then recruited by the police to stop Kalicharan's smuggling activities which leads him to Europe. He meets Sudha (Hema Malini) a beautiful dancer  who has been blackmailed by Kalicharan  into helping smuggle the drugs. Suraj must try to find his sister  end the drug smuggling and take his revenge on Kalicharan. The question is will he able to accomplish this or will he himself fall prey to Charas.,"['Dharmendra', 'Hema Malini', 'Ajit', 'Amjad Khan', 'Aruna Irani', 'Asrani', 'Keshto Mukherjee', 'Sujit Kumar', 'Paidi Jairaj', 'D.K. Sapru', 'Sajjan', 'Sailesh Kumar', 'Madhumati', 'Manju', '']",['Ramanand Sagar'],"['Akhtar Hussain', 'Ved Rahi', 'Moti Sagar', 'Moti Sagar', 'Ramanand Sagar']","['general idi', 'political upheaval', 'employee named', 'suraj must', 'stop kalicharan', 'smuggling activities']"
1359,tt0268217,Charitraheen,"['Drama', 'Family']",The movie is about an innocent Sharmila Tagore  who meets Sanjeev Kumar and they fall in love with each other. A twist in the story happens and he gets married to another girl (Yogeeta Bali). After a long time he meets Sharmila  who has changed and became a prostitute. And in time of crisis  she helps him.,"['Sharmila Tagore', 'Sanjeev Kumar', 'Yogeeta Bali', 'Madan Puri', 'Asrani', 'Asit Kumar Sen', 'Arpana', 'Manmohan', 'Chandrashekhar', 'Utpal Dutt', 'Murad', 'Raza Murad', 'Dina Pathak', 'Nandita Thakur', '']",['Shakti Samanta'],['Vrajendra Gaur'],"['yogeeta bali', 'meets sanjeev', 'innocent sharmila', 'meets sharmila', 'story happens', 'gets married']"
1360,tt0268220,China Town,"['Comedy', 'Crime', 'Romance']",Singer  Shekhar  lives in Darjeeling with his widowed mom  and is in love with Rita  the daughter of wealthy Rai Bahadur Digamberprasad Rai  who dislikes him  and wants his daughter to marry a wealthy Calcutta-based businessman  Chowdhry. Rita asks Shekhar to get a better career  but he refuses  so she and her dad re-locate to Calcutta. Shekhar follows them  and an enraged Rai complains to the police  who arrest Shekhar and hold him for questioning. It is here that Shekhar will secure employment with the police as an undercover agent to impersonate his look-alike  a China Town gangster named Mike  who is being held by the police  but refuses to divulge any information. Shekhar accordingly takes over Mike's life  but not for long - as Mike soon escapes from custody and is on his way back to reclaim his life.,"['Shammi Kapoor', 'Shakila', 'Helen', 'Madan Puri', 'S.N. Banerjee', 'Kanu Roy', 'Mridula Rani', 'Jeevan Kala', 'Rashid Khan', 'M.B. Shetty', 'Keshav Rana', 'Tun Tun', 'Gautam Mukherjee', 'Samson', '']",['Shakti Samanta'],"['Ranjan Bose', 'Vrajendra Gaur', 'Salil Sen Gupta']","['china town', 'wealthy rai', 'enraged rai', 'mike soon', 'based businessman', 'singer shekhar']"
1361,tt0268331,Ghar Basake Dekho,"['Comedy', 'Drama']",Widowed Shanta Mehra lives an impoverished lifestyle in a village along with her son  Kamal  and pretty daughter  Sharda. She has mortgaged her house and belongings so that her son could study  get a job and improve their lifestyle. He does do well in his studies  as well as gets a decent job in Bombay  and she starts to plan his marriage. To her surprise  he shows up with a woman  Mona  and informs her that he has married her. She reluctantly welcomes her  and borrows money for a feast for the community - only to find that Kamal and Mona are leaving. Shortly thereafter  she stops receiving any monies from him but refuses to write to him for assistance. Then a few months later  she receives a letter from Mona that Kamal is seriously ill  and she and Sharda rush off towards Bombay. Watch what happens when the duo reach their destination and the impact their visit has on Kamal  Mona  as well as Mona's friends  and neighbors.,"['Manoj Kumar', 'Sudesh Kumar', 'Randhir', 'Shivraj', 'Mehmood', 'Johnny Walker', 'Savitri', 'Rajshree', 'Shyama', 'Minoo Mumtaz', 'Leela Mishra', 'Uma Khosla', 'Lalita Pawar', '']",['Kishore Sahu'],"['Prabhulal Dwivedi', 'Rajendra Krishan']","['widowed shanta', 'son could', 'pretty daughter', 'son kamal', 'sharda rush', 'village along']"
1362,tt0268349,Hare Kanch Ki Chooriyan,"['Drama', 'Family', 'Romance']",Mohini Saxena is the only child in the Saxena household  which consists of her Professor dad  Kishanlal  and bed-ridden  ailing mom. She is a medical student  quite free-willed  and friendly with everyone  including young men. And it is for this reason that she has a fainting spell  which when diagnosed results in a pregnancy. Kishanlal is devastated  all the more when his wife finds out and dies suddenly. Alone  and with a pregnant daughter  who is expelled from college  Kishanlal attempts to find out who the father is  for Mohini has decided not to reveal the name of the father. Is he their neighbor's son  Bipin Bose with whom Mohini was quite friendly with? Or is he  Ravi Kumar Mehra  the son of wealthy Amarchand Mehra  Kishanlal's business partner  with whom Mohini spent quite a few romantic moments? or is it some other young man that Mohini has been seeing on the sly. Watch what transpires as the hapless Kishanlal attempts to plead with Mehras and Boses' in an attempt to ensure a...,"['Biswajit Chatterjee', 'Shiv Kumar', 'Lalita Pawar', 'Rajendra Nath', 'Helen', 'Nasir Hussain', 'Achala Sachdev', 'D.K. Sapru', 'Mridula Rani', 'Sabita Chatterjee', 'S.N. Banerjee', 'Asrani', 'Sumati Gupte', 'Meena T.', '']",['Kishore Sahu'],['Kishore Sahu'],"['medical student', 'everyone including', 'wealthy amarchand', 'ravi kumar', 'ridden ailing', 'professor dad']"
1363,tt0268394,Jaane-Anjaane,['Drama'],While on a religious pilgrimage  Laxmi Prasad finds an abandoned baby at a temple  when she sees no around  she decides to keep him. When her husband  Shankar  returns from jail  they name the child Ramu. While Laxmi wants him to go to school  study and become someone important  Shankar wants him to gamble  partner him in bootlegging and smuggling. Ramu is unable to fit in school and decides to work with his dad. Thus Ramu grows up accepting crime as his career. Then a young woman named Mala enters his life  and both fall in love with each other. When Mala finds out about Ramu's career  she makes him promise that he will go straight. He does go straight  gets a job  and when he is laid off he takes to helping Dhondu catch fish. Then Ramu's world gets turned upside when Inspector Hemant  while apprehending Shankar  guns down Laxmi. An enraged Ramu decides that he must kill Hemant at any cost. Watch what impact this will have on Hemant's mom  his dad  and Mala herself as she watches ...,"['Shammi Kapoor', 'Leena Chandavarkar', 'Sandhya Roy', 'Vinod Khanna', 'Helen', 'Sulochana Latkar', 'Lalita Pawar', 'K.N. Singh', 'Dhumal', 'Sajjan', 'Gulshan Bawra', 'Birbal', 'Murad', 'Sadhana Patel', '']",['Shakti Samanta'],"['Ranjan Bose', 'Vrajendra Gaur', 'Madhusudan Kalelkar']","['young woman', 'become someone', 'religious pilgrimage', 'helping dhondu', 'world gets', 'husband shankar']"
1364,tt0268395,Jalte Badan,['Drama'],Kiran  a wealthy  naive young man from the country goes to Bombay to continue his education. At college he becomes involved with a group of students who get him hooked on drugs.,"['Kumkum', 'Kiran Kumar', 'Neena', 'Manmohan', 'Padma Khanna', 'Alka', 'Pradeep Kumar', 'Raza Murad', 'V.K. Sharma', 'Kuljeet', 'Sumati Gupte', 'Tun Tun', 'Hiralal', 'Birbal', '']",['Ramanand Sagar'],['Ramanand Sagar'],"['wealthy naive', 'country goes', 'becomes involved', 'students', 'kiran', 'hooked']"
1365,tt0268401,Kahin Pyaar Na Ho Jaaye,"['Comedy', 'Romance']",Musician Prem Kapoor lives with his sister  Neelu  brother-in-law Vinod  his niece and a nephew. He has plans of getting married to his fiancee  Nisha; unfortunately on the wedding day Nisha does not turn up. When a heart-broken Prem confronts Nisha for an explanation she confides to him that she is to get married to a multi-millionaire male from the U.S. who promises to aid her in maintaining the family and an ailing younger brother. Devastated Prem decides to take to alcohol; eventually time passes and Prem starts to fall in love with an acquaintance  Priya Sharma. But before Prem could express his feelings Priya announces her engagement to U.S. returned Rahul Puglia which forces Prem to take to alcohol once again but eventually there is a twist when Prem gets to find out Priya is romantically attracted to him.,"['Jackie Shroff', 'Salman Khan', 'Rani Mukerji', 'Raveena Tandon', 'Inder Kumar', 'Pooja Batra', 'Mohnish Bahl', 'Shakti Kapoor', 'Kashmira Shah', 'Reema Lagoo', 'Jagdeep', 'Jeetu Arora', 'Baby Gazala', '']",['K. Muralimohana Rao'],"['Sanjay Chhel', 'Abbas Hirapurwala', 'Manoj Lalwani', 'Rajesh Malik', 'Sudhakar Sharma']","['musician prem', 'broken prem', 'wedding day', 'sister neelu', 'returned rahul', 'ailing younger']"
1366,tt0268407,Khwab,"['Crime', 'Drama', 'Romance']",Pratap Kumar Srivastav travels from Shyam Nagar to Bombay  and gets hired by his father's friend  Ram Prasad. He rents a room in a Chawl in Borivali's 'Asha Manzil' where his friend  Gopal Mathur  and his attractive sister  Maya  also live. Pratap's main aim is to succeed in life  earn lots of money  and buy a flat in posh Malabar Hills. He succeeds considerably  woos his boss' daughter  Indrani  and is soon promoted to the position of Deputy General Manager. On the day of his engagement to Indrani  he goes missing  and subsequently she and her dad are notified that he has been arrested  and charged with the homicide of a pregnant Maya.,"['Yogeeta Bali', 'Birbal', 'Mithun Chakraborty', 'Utpal Dutt', 'Tarun Ghosh', 'Ranjeeta Kaur', 'Ashok Kumar', 'Sujit Kumar', 'Subroto Mahapatra', 'Yunus Parvez', 'Chaman Puri', 'Madan Puri', 'Jagdish Raj', 'Naseeruddin Shah', '']",['Shakti Samanta'],"['Ranjan Bose', 'Ravindra Jain', 'Rahi Masoom Reza']","['attractive sister', 'pratap kumar', 'succeeds considerably', 'posh malabar', 'life earn', 'friend ram']"
1367,tt0268416,Lalkar (The Challenge),"['Action', 'Drama', 'Romance']",India is in a state of war with Japan and former Colonel Kapoor's sons  Rajan and Ram are both with the Indian Armed Forces. While Rajan is a Wing Commander with the Indian Air Force  Ram is a Major with the Indian Army. Rajan is in love with a doctor named Usha Choudhury  and both plan to get married. Then Usha meets with Ram  who unknowingly falls head over heels in love with her. Before anything can be finalized  Rajan is asked to bomb a secret Japanes airport located in a mountainous valley. While carrying out his duties  he finds out that his mission has been compromised  unable to return  his plane is shot down and he is believed to be dead. The Indian Army wants to destroy this secret airport and sends a crack Commando unit under Major Ram  who sets out to carry out this task. What Ram does not know is that this mission has also been compromised and he and his men are all set to walk into a carefully planned trap by the Japanese - who will ensure that no one survives to tell ...,"['Rajendra Kumar', 'Dharmendra', 'Mala Sinha', 'Dara Singh', 'Kumkum', 'Sujit Kumar', 'Agha', 'Roopesh Kumar', 'Ramesh Deo', 'Dev Kumar', 'Nasir Hussain', 'Tun Tun', 'Keshto Mukherjee', 'Nana Palsikar', '']",['Ramanand Sagar'],"['Moti Sagar', 'Moti Sagar', 'Ramanand Sagar']","['doctor named', 'secret japanes', 'indian air', 'unknowingly falls', 'indian armed', 'former colonel']"
